airline_sentiment,airline_sentiment_confidence,airline,text,id,label
negative,1.0,American,americanair the food served on aa2402 was vile and gross.the entire cabin did not eat their meal. survey the flight crew. another gross out,13931,0
neutral,1.0,Southwest,southwestair i know that not everybody on flight can be 1st time flying. but in case it is people in front deplane 1st not from the back?!?,4813,1
positive,0.6701,Delta,"[""jetblue what tush i say, i ' one thousand lostinlove w our brandmance wemosaictogether mint love""]",26719,2
negative,1.0,Southwest,southwestair rapid rewards program sold me short. lasttweetaboutthis but still disappointed.,4402,0
negative,1.0,US Airways,usairways 24 hrs of traveling and this just welcomes u back home to the us. 4 hr layover and i get to watch it going to wrong destination.,9278,0
negative,1.0,Delta,jetblue pooling and gifting are completely different. i shouldn't have to be charged 375 to send points. its disgusting.,8318,0
neutral,1.0,Southwest,"['southwestair hey thither, can you trace america so we can dm you a question']",15670,1
neutral,0.6349,United,"[""united ace speculation that ' s too much ask, huh?""]",14731,1
negative,1.0,Delta,jetblue at what time? all these passengers were sitting on a hot plane with no air and no communication for over 2 hours. just wrong,7492,0
negative,1.0,US Airways,usairways flight 413 my carryon is missing.stollen off plane or left at gate. worst customer service. doesn't seem to be anyone's concern.,10750,0
negative,1.0,United,united once again your customer service at the providence airport was horrible. do you actually care about customers or just making money?,2025,0
negative,1.0,American,"americanair still sitting in airport as 6 05 flt delayed until 6 55...but still not boarding, what is happening? no info....",14154,0
neutral,1.0,American,"['americanair buckeye state i will, aa on upper dial']",20368,1
positive,0.6904,United,['joined omg thank u'],25739,2
positive,1.0,Southwest,"['southwestair thanks 4 the great help, stave, letting me transfer my flight little phoebe times for innocent! pvd to the sky for pine tree state always on swa!']",26077,2
neutral,1.0,American,americanair help,12208,1
neutral,0.6676,Delta,"['jetblue thx for the pointer, only im well with the big monitor. any advice on world health organization i should piece to come our of the western conf nba?']",19718,1
negative,1.0,US Airways,usairways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?,11398,0
positive,0.6999,Delta,"['jetblue btw, her epithet comprise samantha and she won over everyone on the escape']",26816,2
positive,1.0,Delta,['jetblue looking cool'],26500,2
neutral,1.0,American,americanair of course you are because that's your companies job! you guys failed at it in the first place. upgrade me and then we'll talk.,12375,1
negative,1.0,American,americanair i've been calling your 1800 all morning to change my name for an upcoming trip but am not able to get through. please advise!,13254,0
positive,0.7049,US Airways,"[""usairways we haven ' thymine departed yet so countenance ' s not get too high hopes. but everything experience constitute on schedule so far""]",27144,2
negative,1.0,American,americanair help. flight to dallas was cancelled flightled this morning from cle. on hold for 3 hours. need to be booked on next flight out.,13404,0
negative,0.6746,Southwest,southwestair can you tell me why you cancelled flightled the flight vs delay,4476,0
positive,0.6705,US Airways,['usairways thanks for kick in by my buttocks. another fine job!'],24821,2
negative,0.3477,Delta,nope. rt jetblue our fleet's on fleek.,7142,0
neutral,1.0,US Airways,['usairways done'],17038,1
positive,1.0,US Airways,['usairways thks u 1786 2 19 phl to fll. overall first family have improved with more food now on phl to fll and most gang be super.'],22443,2
neutral,1.0,Delta,jetblue i did. they said not as of now. let's cross fingers it happens before departing,8055,1
positive,1.0,Southwest,['southwestair you should know the gang today on flight 1071 aus to pdx embody awesome! swa'],21550,2
neutral,1.0,Southwest,southwestair better travel photos my kindle e-book easy tips guide,5068,1
positive,1.0,Virgin America,"['virginamerica thanks so often for the awesome supporting, you blackguard rock!']",25265,2
positive,1.0,United,['united and then mad i was set on an earlier flight of stairs to get home! woo hoo! travel'],21051,2
positive,0.68,Delta,['jetblue ugh always roll in the hay a way to my heart'],22083,2
positive,1.0,US Airways,usairways connection made. thanks again this week. daddyshome,10709,2
positive,0.6407,Delta,"['jetblue aha, oklahoma. thanks! was worry there mightiness not make up a seat at all will do it at the aerodrome tomorrow then!']",26541,2
negative,1.0,Southwest,southwestair fly2midway 45 minute wait for my bags. just what i needed on a sunday night.,4819,0
neutral,0.3713,US Airways,['usairways shivadelrahim what about raise?'],16984,1
neutral,1.0,United,"['joined 2 2 i induce their name board base on balls was in there, too. i recall they power genuinely need this. any ideas?']",15072,1
neutral,0.6939,Delta,['jetblue chit decimetre please'],16060,1
neutral,0.6399,Southwest,['southwestair 8fkqw is the conf. thanks for the response'],15916,1
positive,0.6246,United,"['united yes, thx! at decade 35 land at 9 20.']",21089,2
positive,1.0,Southwest,['southwestair me on one of your plane! !! thanks for taking me arizona 184!'],23624,2
negative,1.0,United,united seriously? ua 806. delayed because of the copilot isn't here? for 1.5 hours and he is only flying from raleigh? disappointing,1703,0
negative,0.6604,US Airways,"usairways never heard back, but this would help any chance i could bump up my flight time closer to 3pm today? i'm on flight 3960.",10173,0
neutral,0.6051,United,"united bet you wont honour them, like mine ey",628,1
positive,1.0,American,['americanair thank you.'],22650,2
positive,0.6793,United,"['united all flights cancelled flighted trip give back without difficulty, faculty passing helpful, no complaints! direction to handle unfit weather!']",20919,2
neutral,1.0,United,united any chance flight 3745 is being delayed?? nervous about driving to dfw in this weather to drop off my brother,1310,1
positive,1.0,Southwest,"southwestair great flight yesterday from msy to aus!! thank you for such great safety,service and beautiful skies!!",5045,2
positive,0.6451,Virgin America,virginamerica virginmedia i'm flying your fabulous seductive skies again! u take all the stress away from travel,13,2
neutral,0.6438,American,['americanair it was 639'],17378,1
neutral,0.6667,US Airways,"[""usairways don ' liothyronine want to clog your already - crowded line of work with a limited repast postulation. can someone dm me to sort out? vegetarianproblems""]",16963,1
neutral,1.0,United,['united is a snowboard the boot bag let in in the banner checked luggage next to the snowboard bag?'],18008,1
positive,1.0,United,['united wins top marks for client service via twitter. they turned a poor experience into a positive. many thanks for the endeavour!'],20965,2
positive,1.0,American,"['americanair new woodworking plane, gogo, well off power for laptop, iphone, simply miss a good gravy boat - style swivel cupful holder for my dietcoke happyflier']",24912,2
negative,1.0,United,"united the internet is a great thing. i am emailing executives in your company, maybe they will respond to me in a timely manner.",529,0
positive,0.6806,Virgin America,"virginamerica has getaway deals through may, from 59 one-way. lots of cool cities cheapflights farecompare",111,2
negative,1.0,American,americanair aa agent said i repeated myself when i was explaining. i told him i understand english. his reply? our conversation is over.,14115,0
positive,1.0,American,"['americanair yes yes yes, then happy to comprise headed home!']",22600,2
negative,1.0,United,united why the hell do my miles expire? was really looking forward to accruing enough for a free flight in 10 years.,2894,0
neutral,0.6733,American,"[""americanair we ' ve sent you to a greater extent info via dm. i truly hope you resolve this real cursorily. media filmcrew cnn nbc""]",20445,1
neutral,0.6735,Delta,['jetblue i would love to fort lauderdale now that would cool off.'],16379,1
negative,0.6943,American,americanair i got rebooked on on us airways by you guys but the flight i got won't work. any help would be appreciated.,14335,0
negative,0.635,American,americanair why is raleigh not on the updated southern states advisory???,12150,0
negative,1.0,US Airways,"usairways been on hold for over 5 hours! i believe i was overcharged 200 for my flight, i need an immediate explanation. help",9044,0
neutral,1.0,Delta,"jetblue _justdippin_ drops a new video off the upcoming project thetakeover, produced by yponthebeat rt",8680,1
negative,0.6403,Southwest,southwestair been on hold for 20 mins to cancelled flight my reservation. can you assist?,5327,0
negative,0.667,American,"americanair sorry so late flight, responded to your dm.",11859,0
negative,1.0,US Airways,usairways thanks. we did see an agent. unhelpful. some got vouchers others did not for unexplained reasons.,11554,0
neutral,0.3456,Delta,['jetblue you roast need pillow on these bikers to really knock it kayoed of the park. .. just sayin. ..'],16398,1
neutral,0.6922,US Airways,usairways so it's a 25.00 bag fee for a golf bag on a domestic flight?,9348,1
neutral,0.3469,US Airways,['usairways 657. my daughter candice and 1 comprise together with her baby.'],17086,1
negative,1.0,US Airways,usairways oh yay! now gate agents decide not to deal with upgrade list and just bump up whoever is closest.,9424,0
negative,1.0,Southwest,southwestair so today i call into customer service amp speak with wendell holton in the dallas office amp i am told there is nothing he can do,6314,0
neutral,1.0,Virgin America,"['virginamerica anytime, sugafly.']",14651,1
negative,0.6906,Southwest,southwestair not letting me dm. is fsz4yo,5212,0
positive,0.6533,Delta,['jetblue closepwcs please just tweet this i fly jetblue every time btw'],22161,2
neutral,1.0,American,['americanair would it be possible to modify my flight on your site? many thanks'],20508,1
negative,1.0,United,united why would a person take hours and hours of wait time just to tell a lie,2871,0
positive,0.6436,US Airways,usairways that's where we are now. thank you.,11154,2
positive,1.0,Southwest,southwestair great cabin and flight crew this morning on 578. a great smile and happy staff are signs of a happy company. thanks.,5942,2
negative,1.0,Virgin America,"virginamerica and now the flight flight booking problems site is totally down. folks, what is the problem?",121,0
positive,1.0,Southwest,['southwestair thanks for the reception. was able to catch my situation resolved. non a sports fan of female parent nature today.'],21730,2
negative,1.0,US Airways,"usairways 5 hr flight delay and a delay when we land . is that even real life ? get me off this plane , i wanna go home 3 heel clicks",11573,0
neutral,1.0,United,['united leave item n the seatback on ua1260. is there any agency to call in dca to ask if they feature the item? already submitted lost amp retrieve account'],17918,1
positive,0.6162,American,"[""americanair thanks, both airlines said that it cost settle at aa detroit. also was informed that it flew with alcoholics anonymous, which shouldn ' t matter.""]",24981,2
neutral,1.0,Southwest,southwestair will do. thank you.,5638,1
neutral,1.0,Delta,"jetblue hi guys, do you have a general enquires email address please? thanks david.",6966,1
neutral,0.6667,United,['united if an award be no longer showing usable could information technology potential become uncommitted again?'],17970,1
negative,1.0,American,"americanair i need to speak to a real person. my flight was cancelled flightled with no explanation, and i've been on hold for more than 3 hours.",13758,0
positive,1.0,Virgin America,"[""virginamerica flight nursing home to dc sundown globe in ' backtowinter rearward to work! refreshed""]",25253,2
neutral,1.0,American,americanair do we get a class discount on your wifi? i will be flying your airlines at approx. 4 am?,12629,1
neutral,0.7282,American,['americanair unity require help cancelled flighting an coming flight of stairs made with aadvantage miles. track record locator hfjkto. can someone delight help?'],20513,1
negative,1.0,US Airways,"usairways americanair i was meant to fly on sat, you just made it tues, i can't afford to stay in a hotel for another two nights!",10233,0
positive,0.6705,United,['unite you have the nicest gate attendant at newark airport logic gate 101 decently now. multiple wait and she is still pleasant with everyone.'],25784,2
positive,1.0,Virgin America,['virginamerica wow this only blew my intellect'],20573,2
neutral,0.6559,United,['united public figure correct on original substantiation but spelled wrong on check - in admonisher. world class name and mi run unitedly. causal agent for concern?'],18001,1
neutral,1.0,American,['americanair information technology adolfo garcia'],17525,1
positive,1.0,US Airways,"[""usairways on the dl, send ethan some new pants and some clean revive washables tabs. helium ' s a great guy, good gang, atomic number 2 ' s just, err, undivided.""]",24799,2
neutral,1.0,United,"['united arrange i call for to utilize a chase joined club toss for my 8yr old logos, oregon can he come in with me on my pass?']",14707,1
positive,0.6883,American,['americanair btw you laugh at should reckon making a lounge at austin intl. airport! very populate flightd area! volition aid the company for indisputable'],27319,2
negative,1.0,US Airways,usairways waited for 3 hours no luggage line too long left airport when flight cancelled flighted where does luggage go? on hold for 1 hour so far,10412,0
positive,1.0,American,"['americanair thanks! a response be unspoilt than nix at all ahem, usairways']",25081,2
negative,1.0,Southwest,southwestair on hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold. unacceptable!,5352,0
positive,1.0,American,"['americanair boeingairplanes i really would jazz to experience maiden class on that woodworking plane, face stunning!']",24993,2
negative,0.6681,American,americanair just look at rdu airport. please think about the safety of your passengers. we cant get to rdu safely!,12141,0
positive,0.3512,United,['united thank you'],20863,2
neutral,0.7006,US Airways,"[""usairways i ' m refer to e mail like this. just order citizenry when they make the upgrade. other than, we know already.""]",16886,1
negative,0.6384,American,americanair i ll play it by ear. i know that you are doing your best. buy some chewey oatmeal cookies for your customer care folks.,14475,0
positive,1.0,US Airways,"['usairways - love the variety in the sofa - cheese, veg, olives in addition to the cracker bonbon and collation premix,']",27115,2
negative,1.0,United,. united i appreciate you looking. can you compensate me on anything for my troubles? still haven't taken off for a 10 30 am flight,2838,0
neutral,0.6754,United,"['joined volume, profit up air power aircargo']",15315,1
positive,1.0,US Airways,['usairways better gagent in a long time - danny b complex. for us628 dfw - clt. appreciated how up to day of the month atomic number 2 kept us during irrops. super professional!'],27088,2
positive,1.0,Delta,"['jetblue airbus riot, awful videos guys great work. bluemanity corevalues passion aerojobmarket avgeek']",26661,2
positive,1.0,US Airways,usairways thank you for fixing my 5 hour delay.,11267,2
positive,1.0,Virgin America,"[""virginamerica really wish you ' d wing out of fargo fargoairport those fares are amazings""]",20703,2
negative,1.0,US Airways,"usairways wont waive fees for flight cancelled flightlation due to neptune to use credit, 200 fee. couldnt reach destination bostonbbb notmyfault",11680,0
positive,1.0,Southwest,"[""southwestair luv ya likewise! !! ! i volition sing a sung for atomic number 39 ' all when 1 in conclusion get on that plane back to nashville! !! lovesouthwestair""]",24071,2
neutral,1.0,US Airways,['usairways at least they name you hunt so you want yo corrupt this fresh diet blow. .. nice bizness plan. its all astir commercialise in good order?'],20032,1
neutral,1.0,Delta,jetblue is that a guarantee? we'll see about that tomorrow morning when i have to fight for a seat.,7349,1
negative,1.0,United,united 45 minutes after arrival and no bags for most people. ua469 from den to ewr. how long should we wait until a ual rep comes here?,4227,0
positive,1.0,Southwest,['southwestair thank you give thanks you thank you'],21659,2
negative,1.0,American,americanair thenatek i submitted a complaint via that link in dec. amp followed up in jan. never heard back! badcustomerservice,14377,0
neutral,1.0,Southwest,['southwestair done'],15417,1
positive,1.0,Southwest,"[""southwestair thanks for your assistance. . you guys rock 'n' roll!!""]",21692,2
neutral,1.0,American,americanair followback,13018,1
negative,0.6715,US Airways,"usairways will do. maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so i guess there are none offered",10727,0
neutral,0.6137,United,united flight to dfw from iad cancelled flightled for mechanical can i get rental car to mdt-my origin,1579,1
positive,1.0,Southwest,['southwestair fortunemagazine sexual love fly southwest! good flight attendants always!'],26235,2
positive,1.0,Delta,['jetblue have a nifty experience puzzle out with glenn coles at buffalo - niagara airport! ! top snick employee'],24257,2
negative,1.0,American,americanair thanks to your airline i now have a ruined bag and you refuse to do anything about it.,12973,0
neutral,0.6485,United,['unite in capital of colombia with no notecase is no play. -'],15173,1
negative,1.0,US Airways,"usairways question is why flight took off at all, now a friend is stuck needlessly in another city",10315,0
positive,1.0,American,americanair dfwairport you 2 together are the best part of flying!,11998,2
neutral,1.0,Delta,['jetblue and the from wsj squad to tender in - flying access to journal. .. - digital journal'],16498,1
negative,1.0,US Airways,usairways ur response was my inconvenience was of no matter. u wanted me sit for 3 xtra nights in the city w out comp! donotflyusair,8975,0
positive,1.0,Southwest,['southwestair yes! ace did and the cup of tea came straight to my hotel. thank you. .. you guys careen!'],21650,2
neutral,0.3451,US Airways,usairways we got our bags today. thanks!,11035,1
positive,1.0,Delta,['jetblue okay. the new covert represent laptop - large amp real nice amp the wifi is appreciated. thanks god for this tiny lil man in the middle seat.'],24517,2
negative,0.67,Delta,jetblue ah yes. put the bags on the floor instead of the overhead bin so no one trips. safetyfirst sarcasm,8761,0
positive,0.6667,Delta,['jetblue wish everyone felt like you'],26439,2
positive,1.0,Southwest,['southwestair rocks! open letter to flight of steps attendee. lt my child was pep up. thank you.'],26093,2
positive,0.6559,United,"[""united ace forgot that intl flights out of loose don ' t pop off from intl terminus! easiest re - check in ever! woo!""]",21090,2
neutral,1.0,US Airways,"usairways great operation you guys are running. more mechanical issues, and now taping piece of plane together lol",9466,1
neutral,0.6743,United,['joined how long stern i expect the conventional response to assume?'],15312,1
positive,1.0,Delta,kudos well deserved! just wish the rest of my jetblue experience today measured up to their example!,7262,2
positive,1.0,Southwest,['southwestair. . just reserve stumble to cancun. .. no baggage fees. . merely ask to feature more flight time options'],23893,2
neutral,1.0,United,['joined flight of stairs. .. gotta have this connector'],18329,1
positive,1.0,Southwest,"southwestair aww thanks!! other than that, love it!",6036,2
positive,0.6712,Southwest,['southwestair flying 4146 phi to den was staffed by a great work party. freecomedyshow newlifetimecustomer'],21681,2
positive,1.0,Delta,['jetblue single just require to say flight concomitant fitz was the salutary tonight on flight 1326 bwi bos. great guy cable and made the flight fantastic!'],22245,2
neutral,1.0,Delta,['jetblue woof.'],16254,1
neutral,1.0,Delta,['jetblue will i make up charged a fee to come thence?'],19477,1
neutral,0.661,US Airways,['usairways how come i get a receipt for a modification fee when i in the beginning booked with miles?'],19880,1
positive,1.0,Delta,"['jetblue airbus wow, awe inspiring video guys cracking work. bluemanity corevalues passion aerojobmarket avgeek']",24334,2
negative,1.0,US Airways,"usairways what is with your lost amp found. my wife lost her phone in philly, amp followed your web instructions to call an 800 . no answer.",9708,0
positive,0.3519,Delta,"jetblue if you follow me, i will be able to dm you. thanks.",7710,2
neutral,0.634,Virgin America,"['virginamerica on ipad and iphone, clicking the checkin link in the email i received at 24hrs before flight']",17682,1
positive,1.0,Southwest,['southwestair thank you for the vouchers after the long postponement on the rail saturday nox at bwi! i really value it! swfan'],26377,2
positive,0.7068,American,['americanair. .. have you seen blue? croak tone it upwards'],22649,2
negative,1.0,American,americanair this might look good but the pita is inedible. last year delicious shrimp cocktail. this year garbage,14222,0
positive,1.0,Delta,"['jetblue very mad, for the first time this sun, march 1 1 get to vaporize jetblue flight 123 plenty from president john f. kennedy. looking forward -']",21837,2
negative,1.0,Southwest,"southwestair as a frequent traveler, i've never been treated so coldly amp had an airline offer nothing when my flight was cancelled flightled. nolove",4990,0
negative,1.0,US Airways,usairways your policy needs a serious revision for babies. fortunately i have choices and choose southwest from here on out.,9074,0
positive,1.0,Southwest,southwestair thank you thank you thank you!!! my last attempt to win destinationdragons tickets was a success! i could not be happier!!,4569,2
positive,1.0,Southwest,"['southwestair fortunemagazine i get along like your airline, congrats!']",26236,2
negative,1.0,United,united you advertise the flight and its still on you website and still can't be book. spent over 2 hours with united support,1427,0
positive,1.0,Delta,['1 always look forward to jb rt jetblue bostongarden looking onwards to welcoming you onboard!'],26482,2
negative,1.0,Southwest,southwestair fs4ve7 when i corrected the attendants error she gave me attitude made a rude show of taking back nuts amp said well i was late flight,6327,0
positive,1.0,American,['americanair awesome customer service on 390 from rdu. they sneak my wife a warm biscuit. thx!'],25153,2
positive,1.0,United,"united nicole at quito airport took great care of us this week. handled lost baggage, seat changes. very professional nice. pat her back.",1918,2
positive,0.6652,Delta,['jetblue military mission accomplished dedicate paulgordonbrown a hug'],26650,2
positive,0.9657,Southwest,southwestair what an awesome flight dallas 2 ny. virgin america refused bc of my child's peanut allergy but u guys didn't. thanks!,4518,2
positive,0.6581,Southwest,['southwestair swadiversity we be ready to be animate!'],23973,2
negative,1.0,Delta,"jetblue took forever for catering to get to my flight, now are very delayed. so ticked off right now.",8215,0
neutral,0.6643,US Airways,['usairways bet forward to some friends and family time in arizona.'],20199,1
neutral,0.6754,Delta,jetblue window exits give it away.,7048,1
neutral,0.666,United,"united to be clear on my luggage comment, i am referencing the photo attached. flight 6232 to jac",887,1
neutral,0.6907,Delta,jetblue is it june yet?,8131,1
negative,1.0,American,americanair - you broke my sick wife's luggage handle going from jfk to lax...she had to drag her bag thru the airport! customerservice,12491,0
neutral,0.6665,US Airways,usairways this very pregnant lady's hoping amp praying hubbys flight from bwi gets off the ground! i'd like him to get here before baby does!,10474,1
neutral,1.0,Southwest,southwestair any spare tickets for vegas? would be forever grateful! destinationdragons,5555,1
positive,1.0,Southwest,['southwestair flt 3867 crew orangecounty to denver is the best! weather wait but pilot just invited the kid to see the cockpit! luv'],23746,2
negative,1.0,American,"americanair your online site doesn't have flights listed in chronological order, resulting in a mis-purchase. anything that can be done?",12499,0
negative,1.0,American,"americanair my two coats were in that bag so i have been in france with no coat, walking around with a t shirt and one clean pair. 3",13529,0
positive,0.6621,Delta,['jetblue thanks. i bequeath use the extra sentence to do some to a greater extent shopping! answer person say duty free?'],26561,2
negative,1.0,United,united u cancelled flighted my flight from iad to jax. was supposed to use plane from bna but u used that plane for another destination instead. 1 2,2304,0
positive,1.0,Southwest,"southwestair, thanks for being so good to us military folk. it's cold in stlouis but i sure enjoyed my flight.",5578,2
positive,0.6634,Delta,"[""jetblue t5sparrow love it. they ' re cute""]",26821,2
neutral,0.3444,United,united home is calgary can you get us there without the added expense of accommodations and meals.,2384,1
negative,1.0,US Airways,"usairways delayed my flight 3 times before cancelled flighting it, had angry and rude workers, and are now providing no helpful service at all",11602,0
positive,1.0,United,"[""joined aerodrome snow removal method acting twenty two. .. prevent upward the good oeuvre folks, this constitute where cessna ' s become 747 ' s!""]",20714,2
neutral,1.0,Delta,"[""welllllll. .. . rt jetblue our fleet ' second on fleek.""]",16196,1
positive,0.6781,Southwest,['southwestair sent. thanks vp!'],26381,2
negative,1.0,American,americanair please get it together and find my husbands luggage! you're ruining his ski trip to aspen! 3rd day no luggage.,12944,0
negative,1.0,United,united shame that there's no flex to tickets transfer rules. even calling from neurosurgery icu isn't enough!,567,0
positive,1.0,Southwest,southwestair had a great la flight with clarence and frank! those 2 guys are a hoot! thanks,5426,2
negative,1.0,American,americanair hey ho its not me losing any money only you just next make sure you stick to the flyers right's booklet,12939,0
neutral,0.7083,US Airways,usairways vincesviews there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy,9261,1
positive,1.0,American,['americanair rdu client service be amazing. thanks! give em quad all bonuses.'],25183,2
positive,1.0,US Airways,['usairways thanks for seating me side by side to ii hot athlete. this flight is significantly better instantly!'],22504,2
negative,1.0,United,united second day amp attempt trying to leave iad amp i'm on another plane delayed for mechanical issues. over an hour delayed!,4247,0
positive,1.0,Southwest,['southwestair i just receive your birthday card. information technology was amazing and wee pine tree state smile with joyfulness. nice videos. thanks.'],21545,2
neutral,1.0,United,['united in ethiopia adopting a child. want flight rest home from add to grr late flying ii twenty seven oregon very early deuce 28. need to change survive reservation'],17947,1
neutral,0.6654,American,"americanair yes, thanks i found those, didn't see the gray tab at first",12771,1
neutral,0.6907,Southwest,"[""southwestair cost america ' s big airline business by passenger carried! wonder if this is b c they have a ' client service bible ' anamarketers""]",18517,1
negative,1.0,American,americanair you moved us onto 6.55pm but there is availability on 1.50 and 3.30. no answer on your phone. have young children. help!,13295,0
positive,1.0,United,united you too!,780,2
positive,1.0,American,['americanair no apologies required. i made information technology home safe thanks to you! kudos to aa!'],22774,2
positive,0.6737,Delta,jetblue haha. ty. do you know what time that lane opens at logan?,6841,2
positive,0.6957,Southwest,"['southwestair thanks for the reply, something is off with the phones becuz after 2 dropped call at 2 hours on grip, one got through with on unity ring']",24049,2
negative,1.0,Southwest,"southwestair you call this customer service?? sitting in the tarmack for 1hr, lost bag, and you give me a 100. voucher???",5724,0
positive,1.0,Delta,"jetblue great flight, as always! thank you to the great crew on flight 475! travel jetblue",8643,2
negative,1.0,US Airways,usairways suppose i need to tweet everyone how horrible your airline is for you to take notice. let me try that route.,10890,0
neutral,0.6667,US Airways,usairways thank u i wiil write after call travel agency,9174,1
positive,0.6533,Delta,jetblue i only fly jet blue,7467,2
negative,1.0,United,united this is getting ridiculous. now we're missing our connection.,3882,0
positive,1.0,US Airways,['usairways give thanks you!'],22436,2
positive,1.0,Southwest,['southwestair already sign up! thanks! looking forward to adjudicate the southwest experience.'],21524,2
negative,1.0,United,united why does it take 4-6 weeks for a new mileageplus premier card to be sent out? stillwaiting doesntfeellikestatusyet,3804,0
neutral,1.0,Delta,['jetblue think astir information technology. .. board to a chill untz untz untz. .. . like this'],16316,1
neutral,1.0,Delta,jetblue any chance you will by this summer?,8547,1
positive,1.0,Southwest,['southwestair love_dragonss lauren omg im deadened im so so happy for you yes yes'],23981,2
positive,0.6639,United,"[""joined you ' re welcome.""]",25721,2
neutral,0.6273,Southwest,"see you in atl! southwestair congrats to our destinationdragons winners! ready, atlanta?",4532,1
negative,0.6458,Southwest,southwestair is there a way to receive a refund on a trip that was cancelled flight online instead of calling? your phone lines are super busy.,4447,0
negative,0.6786,Virgin America,"virginamerica is todays flight from palm springs, ca to jfk in ny cancelled flightled?",236,0
positive,1.0,US Airways,['usairways thanks for helping with reflight booking problems cancelled flightedflight yvonne anthony. you will help atomic number 92 get to tel aviv on sentence. happyfriday'],22440,2
neutral,1.0,American,americanair what name and department does it come under? thanks,14158,1
positive,1.0,Southwest,['southwestair scott personify the best! !! thank yo from the tail end of my heart destinationdragons with friends in la hayleymad see u friday'],21554,2
positive,1.0,Southwest,"[""southwestair luv ya too! !! ! 1 bequeath sing a sung for wye ' all when i finally get on that woodworking plane rearward to nashville! !! lovesouthwestair""]",26398,2
positive,1.0,American,"['americanair thanks. atomic number 53 actually get to it, my connection flight be delay. guess all delays are not a bad affair.']",25010,2
neutral,0.6831,United,"[""joined hiltonworldwide caravannyc maysvillenyc let ' s go! join maine on my maiden stumble back to nyc as a tourist""]",18249,1
neutral,1.0,Delta,"['jetblue how do you do thither, any rough idea of when january 2016 flights leave personify made available?']",16093,1
neutral,0.6949,United,['united assume 2 yr old child from ethiopia. fly from add to grr on 2 twenty eight. indigence to tot tyke to reservation and drive costs. assist! thx'],17925,1
negative,1.0,United,"united i was rebooked, however it would have been nice not to have to wait an extra 90 min at the airport. how will you make this right?",3185,0
positive,1.0,Virgin America,['virginamerica sounds like playfulness!'],25277,2
neutral,1.0,Southwest,['southwestair any chance of add lax - gt john fitzgerald kennedy direct any clock time in the future?'],16047,1
neutral,1.0,Southwest,['southwestair swagglikebean pack me hither'],18768,1
neutral,1.0,Southwest,southwestair flight 3111 n614sw departs mco enroute to indianapolis international airport,6444,1
positive,0.66,United,['united give the sack cancelled trajectory my flight of steps anytime if this equal where they keep maine for the night..'],20833,2
positive,0.6469,Delta,jetblue yesterday on my way from ewr to fll just after take-off. wheelsup jetbluesofly,6734,2
positive,0.7036,Delta,"[""ninadavuluri we think information technology ' s a treat to have you onboard! savor your flight.""]",26748,2
neutral,0.6477,Delta,jetblue i see my flight from boston to pitts is ok from this afternoon. did you have any delays for the morning flight?,7626,1
positive,1.0,Southwest,"[""southwestair big extolment to your stave today at dallas love field of battle for lifting everyone ' s hard liquor today with all the delays and cancelled flightlations""]",21255,2
neutral,1.0,United,"[""united single am ua elite gold and make a ua chase pres. summation credit plug in. how many eqm ' s do i need to beget platinum elite!""]",17980,1
neutral,0.6857,Delta,"[""jetblue single can ' t find a good photo of information technology. .. you get one? goodnight""]",16107,1
neutral,1.0,Southwest,southwestair i will dm you now,5646,1
positive,0.3691,US Airways,['usairways - therefore far thusly good this calendar week. sav to clt boarded before the departure time first time in quaternion weeks. perhaps an on time departure?!'],22468,2
negative,0.6875,US Airways,usairways it's not misjudging it's a deliberate strategy. seen it multiple times on usair. makes staff life easier at expens of passengers,10721,0
positive,0.6842,United,['united just send - thank you!'],25655,2
negative,0.6667,Delta,jetblue our fleet's on fleek. make it stop.,7114,0
neutral,1.0,United,united dm sent,769,1
positive,0.6535,Delta,"['jetblue ha ha! can i mother a wake upward call at board sentence please? large coffee, extralight extra sweetened please!']",24201,2
negative,1.0,US Airways,usairways 45 minutes on hold no help,10675,0
positive,0.663,United,['united follow and messaged. thanks so practically for the aid.'],21077,2
neutral,1.0,United,"[""united my pa booked done orbitz and due to weather helium can ' t make it to the airport. backside you help him?""]",15036,1
neutral,1.0,Southwest,['southwestair can you delight seduce sense of the companion promo? how to we fructify it up?'],18507,1
neutral,1.0,United,"united i have a voucher that expires next week, can i get an extension on it before it expires?",2606,1
positive,1.0,Delta,jetblue this could be the beginning of a bluetiful relationship lifeneedsfrosting,8844,2
negative,0.7109,US Airways,usairways doesn't want me to get home,10982,0
positive,1.0,US Airways,['usairways reservation broker on the phone do a slap up job.'],22438,2
neutral,1.0,Southwest,['southwestair please aid! i would die to see the vegas display! it would constitute baffle to hear their songs for real!'],18785,1
positive,0.678,Virgin America,"["". virginamerica non solely was it corking, but you repay my calls the day after. couldn ' t ask for more. myvxexperience""]",25353,2
positive,0.6638,US Airways,"['usairways thanks. no direct electric current yet, i pick up. i bequeath keep that link and check off back. appreciate it!']",24758,2
negative,1.0,US Airways,usairways what's the seat assignment policy? why let us choose a seat only to change it on us two weeks late flightr?,10505,0
